hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento
4,segunda,não,outono,25.7,0.0,79.9,0.0,46.0%,0.37
19,sexta,não,inverno,16.2,0.0,52.0,0.0,97.0%,0.25
19,domingo,não,inverno,20.4,0.0,48.3,0.01,88.0%,3.37
3,domingo,não,inverno,15.2,0.0,46.8,0.0,97.0%,3.13
19,terça,não,verão,35.9,0.0,56.6,0.18,97.0%,2.29
10,quinta,não,inverno,18.9,0.0,51.3,1.16,89.0%,1.57
0,domingo,não,verão,33.0,0.0,79.2,0.0,18.0%,2.17
18,terça,não,inverno,16.8,1.61,86.7,0.0,10.0%,0.73
8,domingo,não,inverno,11.2,0.0,50.5,0.0,97.0%,1.33
13,sexta,não,inverno,16.7,0.0,39.2,2.35,95.0%,3.85
21,quarta,não,verão,34.1,6.34,92.0,0.0,20.0%,0.97
10,sexta,não,primavera,22.8,0.0,52.8,1.79,94.0%,2.89
2,sábado,não,verão,33.1,0.0,84.5,0.0,14.0%,1.45
20,terça,não,primavera,20.1,0.0,52.0,0.0,97.0%,4.21
10,sexta,não,primavera,23.1,0.0,83.7,0.15,97.0%,3.73
7,quarta,não,inverno,22.0,0.0,62.6,0.0,22.0%,3.61
9,sábado,não,outono,25.4,2.3,89.0,0.06,36.0%,2.77
3,sábado,não,primavera,28.5,0.0,70.1,0.0,54.0%,0.85
14,sábado,não,primavera,31.7,0.0,40.7,2.57,76.0%,3.85
6,quinta,sim,inverno,16.6,0.0,46.8,0.0,97.0%,1.45
16,quinta,não,inverno,19.2,0.0,35.4,0.51,97.0%,3.73
9,quinta,não,outono,22.9,0.0,66.4,0.5,46.0%,1.45
8,quinta,não,inverno,13.3,0.0,46.0,0.01,97.0%,1.57
17,domingo,não,inverno,22.9,0.0,37.0,1.07,87.0%,3.73
15,quarta,não,primavera,27.2,3.46,91.2,0.12,9.0%,1.21
1,quarta,não,verão,35.5,0.0,78.4,0.0,39.0%,0.49
17,terça,sim,primavera,30.7,1.15,81.4,0.28,24.0%,2.41
1,segunda,sim,inverno,17.5,0.0,61.1,0.0,70.0%,5.41
0,terça,não,inverno,15.0,0.0,63.3,0.0,97.0%,2.41
12,domingo,não,inverno,16.4,0.0,43.0,0.92,88.0%,1.33
9,sábado,não,inverno,21.8,0.0,81.4,0.03,11.0%,1.09
7,segunda,não,inverno,18.1,0.0,43.7,0.0,97.0%,1.45
7,sábado,não,verão,36.9,0.0,79.2,0.12,73.0%,2.41
23,terça,não,primavera,24.7,0.0,50.5,0.0,65.0%,1.69
14,domingo,não,inverno,21.9,0.0,31.7,0.96,94.0%,1.69
13,sábado,não,verão,37.9,0.0,43.0,3.3,75.0%,2.89
13,quarta,não,primavera,34.3,0.0,60.3,2.94,62.0%,3.37
14,segunda,não,verão,41.7,0.0,51.3,2.25,97.0%,2.17
18,domingo,não,primavera,29.1,0.58,73.1,0.11,63.0%,1.81
5,quinta,não,primavera,26.8,0.0,80.7,0.0,19.0%,1.21
0,sábado,não,verão,37.9,0.0,76.9,0.0,52.0%,2.77
14,terça,não,verão,42.5,0.0,49.0,2.68,88.0%,3.73
16,terça,não,primavera,25.3,0.0,45.2,1.02,96.0%,4.09
22,domingo,não,outono,25.0,0.0,60.3,0.0,63.0%,2.65
5,terça,não,primavera,28.6,2.3,90.5,0.0,10.0%,0.61
22,quinta,não,outono,29.1,1.73,87.5,0.0,86.0%,3.37
6,terça,não,inverno,10.9,0.0,58.1,0.0,97.0%,1.33
9,segunda,não,outono,23.3,0.0,58.1,1.01,96.0%,2.17
16,sexta,não,verão,36.0,0.0,52.0,1.91,97.0%,2.17
4,domingo,não,verão,32.0,0.0,86.0,0.0,11.0%,1.21
23,domingo,não,inverno,20.9,0.0,86.0,0.0,9.0%,1.81
4,sábado,não,verão,33.4,0.0,59.6,0.0,97.0%,1.93
17,segunda,não,inverno,14.0,0.0,43.7,0.31,97.0%,5.05
21,quinta,não,outono,33.1,0.0,55.0,0.0,97.0%,2.29
3,sábado,não,verão,32.9,0.0,84.5,0.0,13.0%,1.33
18,sábado,não,verão,37.0,0.0,52.8,1.23,89.0%,3.01
14,quarta,não,outono,25.2,0.0,28.7,1.7,92.0%,1.57
10,segunda,não,outono,33.7,0.0,73.1,2.24,97.0%,3.97
14,sexta,não,primavera,23.5,0.0,64.9,1.64,86.0%,3.13
8,domingo,não,verão,32.5,0.0,76.9,0.51,17.0%,1.09
19,terça,não,verão,31.3,0.58,82.2,0.08,80.0%,1.69
18,sábado,não,outono,24.3,0.0,47.5,0.05,97.0%,4.45
23,sexta,não,primavera,21.1,0.0,53.5,0.0,97.0%,1.81
1,quarta,não,verão,30.9,0.0,76.2,0.0,97.0%,1.09
13,sábado,não,inverno,17.2,0.0,39.2,1.22,96.0%,2.41
18,terça,não,outono,30.3,0.0,40.0,0.16,97.0%,3.61
23,sexta,não,inverno,17.5,0.0,63.3,0.0,39.0%,3.25
10,domingo,não,inverno,17.1,0.0,35.4,0.8,97.0%,0.97
10,sábado,não,inverno,18.9,0.0,63.3,0.71,24.0%,3.73
16,domingo,não,verão,41.9,0.0,52.0,1.84,74.0%,3.37
22,segunda,não,primavera,25.8,0.0,63.3,0.0,82.0%,3.01
8,sábado,não,primavera,27.9,0.0,56.6,0.92,93.0%,3.01
3,sexta,não,outono,32.7,0.0,64.1,0.0,97.0%,1.81
13,quarta,não,verão,33.4,0.58,91.2,0.3,18.0%,0.97
2,sábado,não,primavera,21.5,0.0,76.9,0.0,23.0%,2.05
4,domingo,não,inverno,13.3,0.0,59.6,0.0,97.0%,1.81
6,segunda,não,verão,36.1,0.0,85.2,0.0,30.0%,0.97
2,sábado,não,primavera,25.7,0.0,73.9,0.0,97.0%,2.53
6,terça,não,primavera,20.9,0.0,50.5,0.0,97.0%,4.33
13,quarta,não,verão,39.7,0.0,56.6,2.96,38.0%,3.01
17,sexta,sim,primavera,33.0,0.0,67.1,0.47,29.0%,3.13
7,domingo,não,primavera,28.3,0.0,49.0,0.12,97.0%,0.61
6,sábado,não,primavera,18.7,0.0,49.8,0.0,75.0%,1.33
4,domingo,não,outono,20.0,0.0,55.0,0.0,97.0%,0.73
8,quarta,não,outono,31.5,0.0,71.6,0.26,75.0%,1.57
18,segunda,não,primavera,26.5,0.0,50.5,0.41,23.0%,3.61
10,quinta,não,outono,27.5,0.0,61.1,1.33,97.0%,1.69
12,quarta,não,verão,33.3,0.0,91.2,0.46,46.0%,1.45
14,sábado,não,inverno,17.5,0.0,38.5,1.12,93.0%,3.97
16,domingo,não,inverno,20.1,0.0,42.2,0.27,67.0%,1.45
2,quarta,não,outono,29.4,0.0,58.8,0.0,97.0%,2.05
19,quarta,não,verão,34.9,0.0,70.9,0.24,55.0%,2.41
10,sexta,não,primavera,28.5,0.0,55.8,1.97,46.0%,1.45
21,sexta,não,inverno,18.8,0.0,53.5,0.0,62.0%,3.49
9,terça,não,primavera,24.6,0.0,51.3,0.33,36.0%,0.61
7,quarta,não,primavera,25.2,0.0,86.0,0.01,97.0%,1.69
14,quinta,não,verão,41.3,0.0,50.5,2.37,97.0%,3.37
4,domingo,não,primavera,22.1,0.0,59.6,0.0,54.0%,0.73
10,domingo,não,outono,25.1,0.0,69.4,1.06,17.0%,1.09
8,sábado,não,verão,37.4,0.0,74.7,0.56,77.0%,1.69
18,terça,não,outono,37.5,0.0,52.8,0.58,97.0%,1.81
16,sábado,não,verão,39.5,0.0,43.0,1.88,97.0%,2.77
10,sexta,não,outono,32.9,0.0,50.5,1.89,97.0%,1.57
12,terça,não,inverno,21.8,0.0,57.3,0.45,17.0%,1.69
23,quarta,não,primavera,33.0,0.0,91.2,0.0,8.0%,1.33
3,terça,não,verão,37.3,0.0,73.1,0.0,97.0%,1.93
8,quarta,não,verão,37.4,0.0,78.4,0.49,34.0%,2.17
23,terça,não,inverno,8.8,0.0,46.8,0.0,97.0%,5.05
3,sábado,não,primavera,27.8,0.0,64.9,0.0,28.0%,1.93
2,terça,não,inverno,14.3,0.0,61.8,0.0,97.0%,2.65
0,segunda,não,inverno,12.1,0.0,52.0,0.0,96.0%,1.09
12,sábado,não,inverno,15.9,0.23,67.9,0.45,56.0%,1.57
2,segunda,não,outono,21.5,0.0,79.2,0.0,93.0%,1.45
22,sexta,não,primavera,21.6,0.0,52.8,0.0,97.0%,1.21
0,domingo,não,outono,29.3,1.15,89.0,0.0,85.0%,2.41
17,sábado,não,verão,37.5,1.27,80.7,0.39,47.0%,5.05
12,quinta,não,outono,33.8,0.0,49.8,2.73,97.0%,1.93
8,quinta,não,verão,30.9,13.25,91.2,0.06,24.0%,1.69
12,segunda,não,primavera,28.1,0.0,58.1,2.65,17.0%,3.25
19,sexta,não,primavera,28.7,0.0,73.9,0.35,33.0%,4.57
1,terça,não,verão,37.6,0.0,71.6,0.0,97.0%,1.69
17,sábado,não,verão,37.8,0.0,44.5,1.87,96.0%,5.41
1,quinta,não,outono,25.8,0.0,76.9,0.0,23.0%,1.57
15,segunda,não,primavera,28.5,0.0,42.2,2.02,22.0%,3.73
17,terça,não,outono,24.9,0.0,39.2,0.29,97.0%,3.13
3,sábado,não,primavera,14.5,0.0,55.8,0.0,76.0%,2.29
23,terça,não,inverno,14.5,0.0,61.1,0.0,97.0%,2.29
4,sábado,não,verão,37.1,0.0,79.2,0.0,84.0%,2.05
17,quarta,não,primavera,23.4,0.0,45.2,1.8,97.0%,6.61
1,sexta,não,outono,34.7,0.0,69.4,0.0,97.0%,0.85
1,terça,não,primavera,30.5,0.0,71.6,0.0,65.0%,2.17
2,quarta,não,primavera,28.3,3.46,91.2,0.0,11.0%,3.25
12,quarta,não,verão,35.1,0.0,58.1,3.38,48.0%,4.21
0,quinta,não,outono,22.1,0.0,64.9,0.0,93.0%,3.01
15,terça,não,verão,38.0,0.0,61.1,2.1,97.0%,2.65
22,quinta,não,primavera,20.9,0.0,67.9,0.0,48.0%,3.49
0,domingo,não,inverno,18.1,0.0,63.3,0.0,17.0%,2.53
5,terça,não,verão,33.3,0.0,90.5,0.0,78.0%,0.61
10,sábado,não,primavera,30.4,0.0,52.8,2.17,85.0%,3.73
9,quarta,não,outono,26.3,0.0,72.4,0.68,80.0%,4.21
14,domingo,não,outono,31.7,0.0,35.4,2.23,92.0%,3.01
11,terça,não,verão,34.8,0.0,82.2,0.27,70.0%,3.01
9,segunda,não,outono,24.1,0.0,55.8,1.13,87.0%,1.21
5,quinta,não,inverno,14.5,0.0,39.2,0.0,97.0%,1.69
2,terça,não,outono,31.7,0.0,62.6,0.0,97.0%,2.05
15,sexta,não,outono,32.1,0.0,37.7,1.76,97.0%,1.69
8,terça,não,primavera,24.3,0.0,54.3,0.69,70.0%,1.57
8,quinta,não,primavera,20.7,0.0,84.5,0.03,97.0%,3.01
6,quarta,não,inverno,10.4,0.0,61.1,0.0,96.0%,1.57
14,sábado,não,verão,36.4,0.0,48.3,3.26,87.0%,2.41
21,quinta,não,inverno,16.6,0.0,39.2,0.0,97.0%,2.65
3,segunda,não,outono,19.9,0.0,86.0,0.0,13.0%,1.45
1,quinta,não,verão,30.1,0.0,87.5,0.0,95.0%,1.33
14,sábado,sim,inverno,18.3,0.0,29.4,2.39,97.0%,5.05
7,quarta,não,inverno,11.6,0.0,46.8,0.0,97.0%,3.01
3,domingo,não,inverno,12.3,0.0,48.3,0.0,97.0%,3.97
11,quarta,não,inverno,13.8,0.0,39.2,0.88,97.0%,2.77
2,terça,não,outono,27.7,0.0,73.1,0.0,97.0%,0.85
9,domingo,não,inverno,15.6,0.0,40.7,0.28,97.0%,0.85
4,quarta,não,inverno,19.1,0.0,68.6,0.0,73.0%,2.29
10,segunda,não,outono,26.1,0.0,48.3,1.77,97.0%,2.29
16,segunda,não,inverno,14.7,0.0,40.0,1.4,96.0%,4.57
21,quarta,não,inverno,16.9,0.0,52.8,0.0,96.0%,2.89
13,sábado,não,inverno,23.5,0.0,69.4,0.58,12.0%,1.45
19,sábado,sim,outono,31.7,0.0,55.0,0.0,97.0%,2.05
17,sexta,não,outono,28.8,0.0,55.0,0.26,61.0%,2.65
23,terça,não,inverno,17.2,0.0,80.7,0.0,53.0%,1.45
16,domingo,não,primavera,31.3,0.0,67.1,1.97,42.0%,3.73
11,terça,não,primavera,23.7,0.0,50.5,1.74,93.0%,2.29
8,quarta,não,inverno,7.5,0.0,40.7,0.0,97.0%,2.17
14,domingo,não,verão,40.4,0.0,58.8,2.09,92.0%,5.29
20,segunda,não,primavera,25.7,0.58,86.7,0.0,35.0%,5.05
13,quinta,não,outono,33.7,0.0,47.5,2.28,97.0%,2.29
16,sexta,não,verão,31.8,1.15,86.7,0.42,80.0%,1.69
21,terça,não,outono,27.9,0.0,72.4,0.0,67.0%,1.45
14,domingo,sim,inverno,20.5,0.0,86.0,0.19,27.0%,3.25
5,terça,não,verão,37.2,0.0,63.3,0.0,97.0%,2.17
0,quarta,não,primavera,27.4,0.0,77.7,0.0,42.0%,2.89
16,terça,não,inverno,21.3,0.0,43.0,0.4,96.0%,2.17
20,segunda,não,verão,38.2,0.0,64.1,0.0,74.0%,4.33
1,sábado,não,primavera,27.7,0.0,37.0,0.0,97.0%,2.41
20,domingo,não,verão,38.5,0.0,67.9,0.02,97.0%,3.61
20,sábado,não,verão,36.7,0.0,52.8,0.01,97.0%,1.69
6,quinta,não,primavera,23.4,0.0,59.6,0.0,50.0%,1.69
13,domingo,não,primavera,27.3,0.0,52.8,2.71,65.0%,4.33
5,domingo,não,outono,29.1,0.0,76.9,0.0,97.0%,0.73
14,sábado,não,inverno,22.9,0.0,32.4,2.36,90.0%,2.53
20,domingo,não,inverno,20.7,0.0,59.6,0.0,54.0%,1.45
19,terça,não,primavera,27.7,0.0,76.2,0.04,60.0%,2.65
7,terça,não,primavera,20.9,0.0,51.3,0.02,97.0%,5.17
8,sexta,não,verão,32.1,0.23,73.1,0.3,97.0%,1.21
17,sábado,não,verão,39.1,0.0,60.3,1.82,95.0%,4.33
13,quinta,não,inverno,19.9,0.0,37.0,1.16,97.0%,2.17
0,sábado,não,outono,27.0,0.0,72.4,0.0,97.0%,2.41
15,quarta,não,primavera,32.8,0.0,47.5,2.09,96.0%,4.21
15,quinta,não,primavera,34.7,0.0,46.8,1.85,72.0%,2.77
20,terça,não,outono,28.7,0.0,46.0,0.0,97.0%,2.53
19,sábado,não,outono,25.7,0.0,50.5,0.0,97.0%,2.65
1,sábado,não,primavera,29.1,0.0,65.6,0.0,65.0%,1.09
11,quinta,não,inverno,16.3,0.0,47.5,1.54,73.0%,1.69
21,quarta,não,inverno,12.8,0.0,47.5,0.0,97.0%,1.45
18,sexta,não,inverno,18.7,0.0,46.0,0.06,84.0%,3.85
23,sexta,não,primavera,23.1,0.58,90.5,0.0,73.0%,1.81
9,domingo,não,primavera,29.4,0.0,70.9,0.3,46.0%,2.05
17,segunda,sim,outono,30.6,0.0,47.5,0.45,97.0%,2.77
11,quarta,não,verão,36.5,0.0,79.9,0.93,53.0%,1.33
3,quinta,não,verão,39.1,0.0,69.4,0.0,47.0%,1.93
9,sexta,não,inverno,14.4,0.0,63.3,0.09,34.0%,0.97
15,terça,sim,outono,34.4,0.0,37.7,2.38,97.0%,2.17
17,quarta,não,inverno,15.5,0.0,37.7,0.2,97.0%,2.89
8,quinta,não,primavera,26.1,0.0,64.9,0.62,47.0%,0.97
8,sexta,não,primavera,27.0,0.0,58.8,0.68,36.0%,1.69
21,terça,não,verão,36.9,0.0,70.1,0.0,58.0%,2.53
9,domingo,sim,inverno,21.4,7.37,89.0,0.0,4.0%,1.33
18,domingo,não,outono,23.2,0.0,72.4,0.0,26.0%,1.09
19,sábado,não,primavera,29.6,0.0,43.0,0.34,96.0%,1.81
6,quinta,não,inverno,13.9,0.0,44.5,0.0,97.0%,1.81
23,domingo,não,inverno,21.0,0.0,60.3,0.0,66.0%,1.45
3,quarta,não,verão,33.5,0.0,92.0,0.0,84.0%,0.25
13,sábado,não,verão,35.4,4.03,83.7,0.71,19.0%,2.29
0,sábado,não,primavera,28.2,0.0,38.5,0.0,97.0%,2.77
15,sábado,não,verão,37.1,0.0,58.1,1.6,95.0%,5.65
21,quarta,não,inverno,19.9,10.37,89.7,0.0,66.0%,3.25
17,domingo,não,inverno,19.9,0.0,43.0,0.13,74.0%,0.49
19,quarta,não,inverno,18.3,0.0,47.5,0.0,97.0%,3.61
18,domingo,não,inverno,21.8,0.0,40.7,0.36,91.0%,3.61
16,sábado,não,outono,36.3,0.0,59.6,0.54,93.0%,4.93
1,quinta,não,primavera,28.7,0.0,79.9,0.0,25.0%,2.05
23,sábado,não,verão,37.4,0.0,73.9,0.0,88.0%,1.09
12,domingo,não,outono,32.2,0.0,53.5,2.0,81.0%,3.97
6,sábado,não,outono,30.6,0.0,89.7,0.0,37.0%,0.37
5,quarta,não,inverno,21.8,0.0,62.6,0.0,21.0%,2.29
8,segunda,não,inverno,13.1,0.0,68.6,0.0,92.0%,3.37
15,sexta,sim,inverno,22.7,0.0,59.6,0.38,39.0%,1.33
8,quinta,não,outono,17.5,0.0,43.0,0.04,97.0%,0.85
10,sexta,não,inverno,7.3,0.0,43.0,0.62,83.0%,4.33
2,segunda,sim,inverno,17.1,0.0,58.1,0.0,89.0%,5.17
4,domingo,não,verão,35.6,0.0,71.6,0.0,97.0%,0.61
3,quinta,não,outono,24.4,0.0,77.7,0.0,82.0%,0.49
4,terça,não,primavera,20.1,0.0,64.1,0.0,97.0%,2.29
0,sábado,não,verão,31.7,0.0,65.6,0.0,83.0%,1.57
22,domingo,sim,outono,30.7,0.0,48.3,0.0,97.0%,3.25
17,quarta,não,outono,36.8,0.0,48.3,1.51,97.0%,6.25
3,sexta,não,verão,35.3,0.0,81.4,0.0,57.0%,1.33
19,quinta,não,outono,35.3,0.0,64.1,0.03,97.0%,0.97
8,domingo,não,primavera,29.2,0.0,48.3,0.25,97.0%,1.21
17,domingo,não,inverno,13.6,0.0,51.3,0.18,97.0%,5.29
8,quarta,não,inverno,17.8,0.0,70.1,0.01,46.0%,4.45
1,terça,não,outono,28.1,0.0,70.1,0.0,97.0%,0.97
17,domingo,não,primavera,25.7,0.0,49.8,0.34,37.0%,2.89
22,quinta,não,outono,30.3,0.0,55.8,0.0,97.0%,1.45
20,segunda,não,verão,34.6,0.0,82.2,0.01,97.0%,1.09
3,terça,não,primavera,23.5,0.0,55.0,0.0,96.0%,1.93
18,segunda,não,verão,40.4,0.0,62.6,0.72,84.0%,3.97
21,sexta,não,outono,25.4,0.0,70.9,0.0,97.0%,3.13
11,domingo,não,outono,26.9,0.0,51.3,1.84,62.0%,1.45
18,quarta,não,outono,28.1,0.0,47.5,0.11,97.0%,3.01
0,domingo,não,inverno,15.8,0.0,54.3,0.0,77.0%,1.09
0,quarta,não,outono,26.3,0.0,73.9,0.0,14.0%,2.17
12,sexta,não,inverno,16.7,0.0,50.5,0.34,44.0%,1.09
13,domingo,não,outono,34.1,0.0,67.9,0.87,82.0%,2.77
3,quarta,não,outono,29.3,0.0,61.1,0.0,97.0%,2.17
22,sábado,não,verão,37.9,0.0,59.6,0.0,97.0%,1.93
21,segunda,não,verão,35.1,0.0,68.6,0.0,97.0%,2.05
10,quarta,não,inverno,17.1,0.0,37.0,1.17,93.0%,3.37
0,segunda,não,primavera,28.1,0.0,58.8,0.0,35.0%,1.81
0,terça,não,inverno,14.9,0.0,60.3,0.0,97.0%,1.93
7,quinta,não,primavera,27.8,0.0,79.2,0.13,97.0%,0.61
2,sexta,não,verão,31.7,0.0,55.0,0.0,96.0%,1.21
9,sábado,sim,inverno,14.0,0.0,37.7,0.64,91.0%,3.13
14,sábado,não,verão,41.3,0.23,67.1,1.75,47.0%,2.41
3,domingo,não,primavera,29.7,0.0,73.9,0.0,63.0%,2.29
20,quinta,não,primavera,31.1,0.0,61.8,0.0,97.0%,7.57
9,segunda,não,verão,35.3,0.0,64.1,1.28,53.0%,1.45
17,segunda,não,primavera,27.5,0.0,46.8,1.0,21.0%,3.37
8,domingo,não,outono,20.1,0.0,58.1,0.03,75.0%,1.09
3,sábado,não,outono,32.7,0.0,82.2,0.0,62.0%,0.37
11,quarta,não,outono,26.8,0.0,55.8,1.61,97.0%,4.21
23,terça,não,inverno,18.0,0.0,37.7,0.0,97.0%,4.21
11,terça,não,inverno,17.9,0.0,52.0,0.76,70.0%,2.05
5,domingo,não,outono,19.9,0.0,58.1,0.0,86.0%,0.97
15,domingo,não,verão,42.3,0.0,46.0,1.98,95.0%,2.53
3,sábado,não,primavera,19.5,0.0,62.6,0.0,97.0%,1.09
3,quinta,não,primavera,26.8,0.0,78.4,0.0,19.0%,0.73
16,segunda,não,primavera,30.7,0.0,36.2,2.27,86.0%,3.85
2,quarta,não,inverno,18.9,0.0,49.8,0.0,62.0%,0.85
16,sábado,não,outono,36.1,0.0,43.7,1.69,97.0%,1.81
11,sexta,não,outono,30.3,0.0,47.5,2.06,91.0%,1.81
16,sábado,não,outono,32.8,0.0,45.2,1.64,94.0%,4.09
11,domingo,não,verão,37.5,0.0,66.4,1.53,65.0%,1.81
10,terça,não,verão,39.9,0.0,58.8,1.45,79.0%,1.33
7,terça,não,verão,34.6,0.0,74.7,0.35,41.0%,1.45
0,segunda,não,outono,25.9,0.0,60.3,0.0,87.0%,0.49
7,quarta,não,primavera,27.2,0.12,79.2,0.04,26.0%,2.05
11,terça,não,verão,41.1,0.0,48.3,2.8,95.0%,2.05
2,terça,não,verão,38.2,0.0,61.1,0.0,97.0%,1.21
9,terça,não,inverno,20.0,0.0,56.6,0.07,42.0%,1.45
20,domingo,não,verão,34.3,0.0,52.8,0.06,92.0%,3.61
3,sexta,não,outono,23.9,0.0,79.2,0.0,31.0%,1.57
0,quarta,não,outono,24.4,0.0,65.6,0.0,63.0%,0.97
5,domingo,não,verão,32.1,0.0,91.2,0.0,97.0%,0.97
0,terça,não,inverno,15.2,0.0,57.3,0.0,78.0%,2.41
2,segunda,não,outono,25.3,0.0,61.1,0.0,89.0%,0.49
8,quinta,não,verão,31.0,0.0,68.6,1.29,96.0%,1.57
11,quarta,não,outono,35.9,0.0,53.5,2.38,97.0%,3.73
16,terça,não,outono,31.3,0.0,42.2,1.1,70.0%,2.77
2,sexta,não,primavera,26.1,0.0,65.6,0.0,44.0%,0.85
20,terça,não,outono,24.3,0.0,54.3,0.0,92.0%,2.53
13,segunda,não,outono,31.5,0.0,57.3,1.83,25.0%,2.77
7,quinta,não,verão,38.9,0.0,61.8,0.22,87.0%,2.17
0,terça,não,inverno,17.4,0.0,61.8,0.0,92.0%,1.45
9,sábado,não,inverno,13.9,0.0,55.8,0.23,73.0%,1.33
22,segunda,não,outono,22.5,0.0,70.9,0.0,23.0%,0.73
17,terça,não,verão,36.6,0.0,51.3,1.17,97.0%,2.29
17,sábado,não,inverno,20.9,0.0,66.4,0.01,12.0%,1.33
22,terça,não,inverno,13.5,0.0,46.8,0.0,97.0%,3.97
8,sábado,não,verão,35.7,0.0,73.9,0.87,61.0%,1.09
15,terça,não,verão,39.6,0.0,56.6,3.01,71.0%,4.21
13,quinta,não,primavera,30.3,0.0,63.3,0.86,61.0%,2.89
9,quinta,não,primavera,26.6,0.0,40.0,1.49,67.0%,2.05
5,sexta,não,outono,32.1,0.0,67.1,0.0,97.0%,1.57
5,sábado,não,primavera,25.3,0.0,71.6,0.0,97.0%,1.57
12,segunda,não,primavera,28.7,0.0,43.0,3.1,92.0%,3.25
4,domingo,não,primavera,29.6,0.0,73.9,0.0,58.0%,1.69
14,domingo,não,inverno,21.1,0.0,30.9,1.87,97.0%,2.41
13,domingo,não,inverno,16.7,0.0,34.7,1.16,91.0%,3.25
17,segunda,não,verão,42.5,0.0,48.3,1.93,97.0%,3.49
13,quinta,não,verão,36.5,0.0,43.0,3.42,94.0%,4.33
12,sexta,não,outono,31.0,0.0,57.3,0.98,97.0%,1.69
16,quinta,não,outono,28.6,0.0,43.7,0.68,49.0%,1.93
20,segunda,não,inverno,21.2,0.0,42.2,0.0,54.0%,2.29
18,quinta,não,primavera,29.9,0.0,52.0,0.75,53.0%,3.97
2,quarta,não,inverno,19.3,0.0,87.5,0.0,8.0%,1.09
1,sábado,não,outono,19.9,0.0,40.7,0.0,97.0%,1.81
19,quinta,não,primavera,33.2,0.0,90.5,0.0,9.0%,3.37
22,sábado,não,primavera,31.1,0.0,64.1,0.0,89.0%,3.49
9,domingo,não,inverno,16.4,0.0,69.4,0.3,72.0%,2.17
10,quarta,não,primavera,21.2,0.0,41.5,1.77,81.0%,6.13
4,sexta,não,outono,25.3,0.0,64.1,0.0,97.0%,0.97
3,quinta,não,outono,18.7,0.0,49.8,0.0,97.0%,1.57
8,terça,não,inverno,14.8,0.0,56.6,0.0,64.0%,1.45
10,sábado,não,verão,39.4,0.0,56.6,2.3,96.0%,3.01
11,sexta,não,outono,34.1,0.0,83.0,0.31,88.0%,0.97
18,sexta,não,primavera,23.4,0.0,90.5,0.04,32.0%,2.65
16,segunda,não,primavera,28.0,0.0,43.7,1.59,23.0%,3.97
16,terça,não,primavera,28.7,0.0,57.3,0.7,97.0%,2.29
17,segunda,não,inverno,14.4,0.0,38.5,0.81,96.0%,4.57
16,sábado,não,inverno,14.4,0.0,36.2,1.44,97.0%,4.45
0,quinta,não,outono,31.1,0.0,58.1,0.0,97.0%,4.69
16,sábado,não,inverno,21.1,0.0,65.6,0.13,13.0%,1.09
6,quarta,não,outono,26.7,0.0,83.0,0.0,70.0%,2.53
21,quinta,não,outono,30.8,0.0,81.4,0.0,85.0%,3.49
0,segunda,não,inverno,11.4,0.0,55.0,0.0,97.0%,3.13
1,sábado,não,inverno,18.0,0.0,80.7,0.0,12.0%,1.09
5,quarta,não,verão,34.7,0.58,91.2,0.0,11.0%,0.85
19,sábado,não,outono,30.1,0.0,61.1,0.0,97.0%,2.29
6,sábado,não,inverno,8.1,0.0,53.5,0.0,94.0%,1.09
3,domingo,não,outono,29.7,0.0,70.9,0.0,97.0%,1.33
15,sábado,não,inverno,16.7,0.0,56.6,0.46,71.0%,5.77
16,quinta,não,primavera,32.8,0.0,35.4,1.97,68.0%,3.25
14,segunda,não,primavera,24.6,4.61,90.5,0.39,15.0%,3.37
19,segunda,não,primavera,27.5,0.0,42.2,0.26,97.0%,4.33
20,segunda,sim,outono,30.1,0.0,61.1,0.0,97.0%,1.93
6,segunda,não,outono,24.0,0.0,80.7,0.0,20.0%,1.09
15,sexta,não,inverno,19.9,0.0,38.5,0.92,91.0%,2.89
18,segunda,não,outono,27.9,0.0,52.8,0.16,97.0%,1.81
8,quarta,não,outono,29.5,0.0,63.3,0.2,97.0%,2.65
19,quinta,não,verão,33.7,0.0,61.8,0.59,97.0%,3.13
0,terça,não,primavera,30.8,0.0,66.4,0.0,81.0%,4.21
23,sábado,não,outono,33.6,0.0,79.2,0.0,75.0%,1.33
6,terça,não,primavera,23.7,0.0,67.9,0.0,20.0%,0.97
11,segunda,não,verão,40.5,0.0,52.8,2.16,96.0%,1.93
20,sábado,não,verão,35.0,0.0,63.3,0.1,86.0%,3.13
5,terça,não,outono,21.5,0.0,72.4,0.0,64.0%,0.25
21,domingo,não,inverno,19.1,0.0,47.5,0.0,67.0%,0.97
1,sexta,não,verão,34.9,0.0,85.2,0.0,76.0%,1.33
3,quarta,não,inverno,18.9,0.0,50.5,0.0,61.0%,0.73
18,domingo,sim,inverno,19.6,0.58,79.9,0.01,34.0%,5.41
8,domingo,não,primavera,29.6,0.0,58.8,1.08,97.0%,2.29
6,domingo,não,inverno,15.7,0.0,49.0,0.0,60.0%,1.21
2,sexta,sim,inverno,17.6,0.0,77.7,0.0,36.0%,1.09
14,sexta,não,primavera,30.8,0.0,28.7,1.25,97.0%,2.17
5,quinta,não,primavera,21.5,0.0,85.2,0.0,60.0%,3.01
