hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento,aluguéis
16,domingo,não,primavera,33.1,0.0,35.4,1.66,97.0%,2.89,2152
12,quinta,não,inverno,19.9,0.0,84.5,0.28,12.0%,0.61,130
11,terça,não,verão,39.9,0.0,58.8,0.96,96.0%,2.53,651
13,quarta,não,verão,37.5,0.0,70.1,1.02,75.0%,3.37,1006
11,quarta,não,inverno,12.9,0.0,44.5,0.96,88.0%,2.41,263
0,terça,não,verão,38.1,0.0,64.1,0.0,97.0%,1.45,880
20,quarta,não,verão,33.1,0.0,67.1,0.09,78.0%,1.81,2286
0,sexta,não,primavera,21.8,0.58,80.7,0.0,36.0%,2.05,60
9,segunda,não,outono,21.4,0.0,63.3,0.46,47.0%,1.21,900
12,segunda,não,verão,40.6,0.0,53.5,2.51,97.0%,1.81,735
2,terça,não,primavera,23.9,0.0,70.9,0.0,19.0%,1.21,168
12,sexta,sim,inverno,21.3,0.0,60.3,0.71,41.0%,1.21,311
3,terça,não,verão,37.9,0.0,61.1,0.0,97.0%,2.17,349
16,quinta,não,outono,29.7,6.91,91.2,0.15,19.0%,2.29,43
23,sexta,não,verão,33.9,0.0,77.7,0.0,97.0%,3.49,1097
14,quinta,não,primavera,34.4,0.0,49.8,1.93,86.0%,1.69,1979
4,terça,não,verão,34.8,0.0,55.0,0.0,63.0%,1.45,156
4,quarta,não,outono,22.1,0.0,70.9,0.0,64.0%,0.97,178
11,domingo,não,outono,33.9,0.0,64.1,0.91,96.0%,2.77,1022
6,sexta,não,inverno,18.9,0.0,69.4,0.0,33.0%,0.97,135
5,sexta,não,verão,34.9,0.0,80.7,0.0,59.0%,0.61,337
18,segunda,não,verão,35.8,0.0,58.8,0.88,58.0%,2.89,3320
14,domingo,não,primavera,25.7,0.0,49.0,0.81,37.0%,1.57,1007
5,segunda,não,primavera,26.3,0.0,88.2,0.0,12.0%,1.21,210
23,quinta,não,verão,35.7,0.58,81.4,0.0,88.0%,2.53,280
15,sábado,não,outono,36.0,0.0,43.0,2.25,97.0%,1.93,2071
18,segunda,não,primavera,34.1,0.0,54.3,0.85,32.0%,3.97,2920
3,segunda,não,primavera,22.7,0.35,84.5,0.0,13.0%,1.33,24
3,quarta,não,inverno,12.9,0.0,70.9,0.0,76.0%,1.81,82
0,sábado,não,outono,19.9,0.0,42.2,0.0,97.0%,2.29,512
13,quinta,não,primavera,32.1,0.0,40.7,2.67,51.0%,3.13,1097
10,sexta,não,inverno,12.7,0.0,50.5,1.09,88.0%,5.05,158
12,segunda,não,primavera,25.1,0.0,61.8,0.32,97.0%,4.45,410
21,segunda,não,inverno,12.1,0.0,53.5,0.0,97.0%,2.65,229
18,segunda,não,outono,34.6,0.0,43.7,0.84,97.0%,3.13,3161
4,quarta,não,primavera,19.4,0.12,70.9,0.0,68.0%,4.57,89
5,sábado,não,outono,32.8,0.0,83.7,0.0,41.0%,0.97,253
13,segunda,não,primavera,29.4,0.0,40.7,3.21,91.0%,3.01,988
8,domingo,não,verão,37.4,0.0,65.6,1.0,91.0%,1.21,469
19,sexta,não,inverno,18.7,0.0,49.0,0.0,75.0%,1.69,464
23,sexta,não,primavera,20.2,0.0,73.1,0.0,23.0%,2.41,324
9,domingo,não,inverno,13.1,0.0,54.3,0.14,94.0%,1.69,353
12,quinta,não,primavera,33.6,0.0,44.5,3.05,95.0%,1.21,1422
21,domingo,não,primavera,24.9,0.0,73.9,0.0,11.0%,2.89,471
17,segunda,não,outono,30.9,0.0,44.5,0.41,35.0%,2.29,1915
9,domingo,não,outono,23.0,0.0,61.1,0.79,76.0%,1.09,1037
16,quarta,não,outono,22.4,0.0,58.1,0.21,97.0%,0.85,768
19,sábado,não,primavera,26.8,0.0,42.2,0.01,97.0%,3.01,636
23,domingo,não,inverno,11.2,0.0,58.1,0.0,97.0%,1.69,187
2,terça,não,outono,25.9,0.0,84.5,0.0,82.0%,4.69,15
20,domingo,não,primavera,24.5,0.0,67.9,0.0,25.0%,1.57,154
23,quinta,não,verão,32.1,0.0,67.9,0.0,97.0%,2.17,779
0,domingo,não,outono,23.1,0.0,66.4,0.0,80.0%,1.45,651
5,quinta,não,verão,33.3,0.0,67.9,0.0,97.0%,2.05,325
18,quinta,não,primavera,30.1,0.0,74.7,0.12,25.0%,2.77,1309
9,segunda,não,inverno,17.6,0.0,58.1,0.72,64.0%,1.33,424
23,quarta,não,verão,34.5,1.15,89.0,0.0,88.0%,1.33,206
3,sexta,sim,inverno,15.4,0.0,46.0,0.0,97.0%,2.29,43
22,domingo,não,verão,39.5,0.0,56.6,0.0,85.0%,1.93,1357
1,terça,não,inverno,19.5,0.0,71.6,0.0,28.0%,1.69,246
0,quarta,não,verão,35.8,0.0,77.7,0.0,41.0%,1.09,1009
10,quarta,não,primavera,28.1,0.0,64.9,1.59,33.0%,3.73,506
7,quinta,não,outono,21.5,0.0,75.4,0.0,37.0%,1.09,892
5,sexta,não,primavera,25.3,0.0,64.9,0.0,44.0%,2.41,124
12,domingo,não,verão,42.0,0.0,47.5,3.05,88.0%,2.53,567
13,domingo,não,verão,42.8,0.0,43.0,3.24,93.0%,2.41,575
11,domingo,não,inverno,19.6,0.0,55.0,1.0,68.0%,2.41,394
5,quarta,sim,verão,37.4,0.0,73.1,0.0,88.0%,1.21,234
18,quinta,não,verão,42.8,0.0,53.5,0.99,88.0%,3.25,1890
4,sexta,não,inverno,13.5,0.0,43.7,0.0,97.0%,3.85,54
17,segunda,não,primavera,22.5,0.0,55.8,0.64,34.0%,5.53,790
11,quarta,não,outono,34.1,0.0,59.6,1.01,84.0%,0.97,10
13,sábado,não,inverno,22.5,0.0,59.6,0.85,39.0%,3.85,371
11,sábado,não,verão,36.2,0.0,46.8,2.99,92.0%,3.37,1047
2,domingo,não,verão,33.5,0.0,83.7,0.0,58.0%,0.85,598
12,segunda,não,outono,31.0,0.0,63.3,2.11,25.0%,2.41,1060
16,quarta,não,outono,35.4,0.0,49.0,0.65,78.0%,1.69,14
16,quinta,não,primavera,25.5,0.0,92.0,0.14,10.0%,1.69,226
13,quinta,não,verão,42.9,0.0,51.3,1.79,79.0%,2.41,590
3,sábado,não,inverno,8.9,0.0,52.0,0.0,97.0%,2.41,52
8,quarta,não,verão,35.1,0.0,91.2,0.26,24.0%,1.21,834
2,quarta,não,verão,37.5,0.0,69.4,0.0,97.0%,2.41,508
17,segunda,não,verão,38.0,0.0,45.2,1.94,87.0%,4.69,2050
14,quinta,não,outono,28.3,0.0,41.5,2.06,91.0%,3.25,1054
23,sábado,não,primavera,26.6,0.0,65.6,0.0,58.0%,1.81,664
15,segunda,não,outono,31.9,0.0,50.5,1.43,34.0%,2.29,1192
10,segunda,não,primavera,29.4,0.0,68.6,1.23,23.0%,1.33,788
9,sexta,não,inverno,16.9,0.0,49.8,0.17,74.0%,1.81,393
10,quarta,não,primavera,26.2,2.88,90.5,0.12,11.0%,1.81,15
20,sexta,sim,inverno,18.5,0.0,64.1,0.0,95.0%,2.53,164
8,segunda,sim,inverno,15.0,0.0,59.6,0.0,97.0%,1.45,99
2,domingo,não,inverno,15.5,0.0,44.5,0.0,97.0%,4.33,75
23,terça,não,inverno,18.3,0.0,58.8,0.0,76.0%,1.81,276
17,quinta,não,outono,28.2,0.0,53.5,0.35,38.0%,1.81,1387
1,quarta,não,primavera,34.4,0.0,68.6,0.0,33.0%,0.85,517
22,quinta,não,verão,32.3,0.0,74.7,0.0,97.0%,1.81,782
11,quarta,não,outono,28.7,0.0,37.0,2.1,84.0%,3.25,972
22,quinta,não,outono,33.5,0.0,70.9,0.0,97.0%,1.45,1726
23,segunda,não,verão,34.1,0.0,83.7,0.0,97.0%,0.97,1128
0,sexta,não,inverno,15.5,0.0,57.3,0.0,61.0%,2.17,192
15,sábado,não,verão,39.5,0.0,40.7,2.23,95.0%,2.53,1208
16,quarta,não,inverno,20.7,0.0,45.2,0.16,83.0%,2.29,367
1,segunda,não,outono,25.5,0.0,61.1,0.0,89.0%,1.33,386
11,segunda,não,verão,39.6,0.0,58.1,2.33,97.0%,1.69,712
11,sexta,não,outono,27.5,0.0,53.5,1.71,48.0%,1.69,840
4,sábado,não,verão,32.8,0.0,88.2,0.0,12.0%,0.37,396
2,quarta,não,inverno,16.4,0.0,41.5,0.0,94.0%,2.17,111
9,sexta,não,primavera,21.8,0.0,56.6,1.08,97.0%,2.29,692
17,quarta,não,outono,22.1,0.0,64.1,0.07,97.0%,2.89,1111
9,domingo,não,outono,32.2,0.0,54.3,1.38,97.0%,1.57,1242
4,quarta,não,inverno,19.0,0.0,50.5,0.0,61.0%,1.21,52
7,domingo,não,outono,23.1,0.0,75.4,0.0,54.0%,0.85,330
21,quarta,não,outono,30.9,0.0,50.5,0.0,97.0%,2.65,1544
16,sábado,não,primavera,26.3,0.0,37.0,1.83,69.0%,3.49,1214
10,quarta,não,verão,39.4,0.0,61.8,2.02,74.0%,3.01,663
15,segunda,não,outono,36.1,0.0,56.6,2.09,97.0%,4.33,1185
14,sexta,não,primavera,25.7,0.0,45.2,2.91,96.0%,2.41,785
6,sexta,não,verão,35.4,0.0,88.2,0.01,42.0%,1.57,608
7,quinta,sim,inverno,16.3,0.0,48.3,0.0,97.0%,1.33,66
17,quarta,não,primavera,32.0,0.0,55.0,1.18,97.0%,4.45,1330
9,segunda,não,primavera,20.7,0.0,63.3,0.71,96.0%,1.81,576
17,sábado,não,inverno,22.1,0.0,58.1,0.22,13.0%,2.41,392
22,quarta,não,inverno,20.2,0.0,73.9,0.0,15.0%,0.85,323
23,sábado,não,verão,37.5,0.0,79.2,0.0,77.0%,0.73,722
8,quinta,não,inverno,15.2,0.0,40.7,0.0,97.0%,0.97,561
22,quinta,não,primavera,26.8,0.0,64.1,0.0,95.0%,2.89,1151
3,terça,não,verão,35.3,0.0,55.8,0.0,42.0%,1.57,363
21,segunda,não,verão,38.9,0.0,63.3,0.0,97.0%,2.41,1999
23,segunda,não,inverno,13.3,0.0,55.8,0.0,90.0%,1.45,174
18,quinta,não,inverno,19.7,0.0,47.5,0.01,61.0%,2.77,517
13,sábado,sim,inverno,18.1,0.0,29.4,2.46,94.0%,3.13,205
23,sexta,não,outono,27.3,0.0,59.6,0.0,97.0%,0.85,1204
15,segunda,não,outono,25.7,0.0,52.8,0.57,97.0%,4.33,889
13,terça,não,outono,27.2,0.0,45.2,1.99,62.0%,2.77,902
13,sexta,não,primavera,35.4,0.0,37.7,3.36,85.0%,3.49,1117
21,sábado,não,outono,27.7,20.74,90.5,0.0,14.0%,5.17,32
20,sexta,não,outono,33.6,0.0,54.3,0.0,97.0%,1.69,2081
10,terça,não,primavera,25.6,0.0,48.3,0.55,35.0%,0.85,436
20,sábado,não,verão,34.7,0.0,67.1,0.0,97.0%,3.73,2027
11,quarta,não,inverno,17.3,0.0,52.8,0.56,93.0%,3.25,154
21,sexta,não,verão,32.6,0.0,58.8,0.0,97.0%,2.05,2352
20,terça,não,verão,38.3,0.0,72.4,0.09,86.0%,4.45,1531
15,sexta,não,verão,40.7,0.0,61.8,1.98,71.0%,4.57,655
10,quinta,não,verão,37.9,0.0,60.3,2.38,56.0%,2.89,708
18,sexta,não,primavera,30.0,0.0,77.7,0.57,97.0%,2.05,2273
8,sábado,não,primavera,25.3,0.0,67.1,0.41,48.0%,1.21,497
19,sábado,não,verão,35.5,0.0,64.9,0.27,97.0%,4.21,2053
8,sexta,não,verão,30.9,0.0,79.9,0.44,16.0%,3.01,2327
4,domingo,não,inverno,14.9,0.0,63.3,0.0,67.0%,1.09,76
12,sábado,não,verão,36.9,0.0,59.6,1.49,94.0%,3.73,1081
1,terça,não,inverno,19.1,0.0,66.4,0.0,22.0%,1.09,220
6,sexta,não,outono,24.7,0.0,69.4,0.0,97.0%,1.33,514
15,sábado,não,primavera,34.2,0.0,40.0,2.72,91.0%,5.89,1842
15,quarta,sim,verão,36.7,0.0,55.0,2.79,32.0%,4.69,1680
13,sábado,não,inverno,21.0,0.0,64.9,0.51,12.0%,1.45,338
8,domingo,não,outono,29.1,0.0,70.1,0.54,97.0%,1.57,11
15,segunda,sim,inverno,18.6,0.0,39.2,0.9,97.0%,3.25,334
4,domingo,não,inverno,15.4,0.0,53.5,0.0,65.0%,1.33,59
9,segunda,não,outono,32.7,0.0,79.2,1.2,81.0%,3.01,1093
16,quarta,não,outono,30.3,0.0,37.7,1.45,97.0%,2.77,1417
13,segunda,não,primavera,33.5,0.0,41.5,3.49,94.0%,2.53,1470
20,sábado,não,verão,34.7,0.0,67.1,0.1,50.0%,2.77,2270
0,quinta,não,outono,25.3,0.0,74.7,0.0,88.0%,0.61,744
19,quarta,não,inverno,21.1,0.0,69.4,0.0,22.0%,3.13,373
3,segunda,sim,inverno,16.8,0.0,57.3,0.0,95.0%,4.33,111
3,sexta,não,verão,37.4,0.0,79.2,0.0,54.0%,1.57,233
3,sexta,não,outono,25.5,0.0,62.6,0.0,97.0%,0.85,198
9,domingo,não,inverno,16.7,0.0,45.2,0.2,62.0%,1.69,322
21,terça,não,verão,35.2,0.0,59.6,0.0,97.0%,1.93,2062
3,quinta,não,inverno,16.4,0.0,85.2,0.0,14.0%,1.81,89
14,sábado,não,verão,37.2,0.0,50.5,3.33,95.0%,2.17,1441
22,terça,não,outono,32.8,0.0,55.8,0.0,97.0%,2.17,1787
5,sábado,não,primavera,27.9,0.0,73.1,0.0,48.0%,0.73,210
2,quinta,não,inverno,14.3,0.0,47.5,0.0,97.0%,1.45,180
1,domingo,não,outono,24.7,0.0,67.1,0.0,48.0%,1.33,592
1,quinta,não,verão,36.7,0.0,77.7,0.0,61.0%,1.45,730
14,quinta,não,primavera,25.0,0.0,51.3,2.46,97.0%,2.53,559
10,sexta,não,verão,38.2,0.0,62.6,2.32,47.0%,1.69,646
18,sexta,sim,inverno,21.6,0.0,65.6,0.0,33.0%,0.97,681
17,terça,não,verão,38.0,0.0,40.0,1.84,95.0%,5.17,2145
11,sábado,não,verão,40.2,0.0,64.9,1.3,43.0%,0.97,600
22,quarta,não,verão,32.1,0.0,76.9,0.0,33.0%,3.85,1991
22,terça,não,verão,36.5,0.0,70.9,0.0,54.0%,2.53,1953
5,quinta,não,inverno,16.7,0.0,62.6,0.0,97.0%,1.57,85
15,domingo,não,verão,34.5,0.0,66.4,0.59,94.0%,2.41,797
21,domingo,não,inverno,21.1,0.0,59.6,0.0,71.0%,1.69,386
13,sábado,não,primavera,26.6,0.0,55.8,2.48,18.0%,3.25,895
20,quarta,não,outono,34.7,0.0,66.4,0.0,97.0%,2.65,2183
18,domingo,não,outono,28.1,0.0,49.8,0.02,70.0%,1.93,2321
4,terça,não,verão,29.9,0.0,67.1,0.0,53.0%,1.21,302
11,sábado,não,primavera,31.8,0.0,49.0,2.56,87.0%,3.97,1037
10,terça,não,inverno,20.1,0.0,63.3,0.18,19.0%,0.85,235
12,terça,não,primavera,25.3,0.0,51.3,2.93,60.0%,2.29,806
7,quarta,sim,primavera,20.1,0.0,85.2,0.0,16.0%,5.41,73
18,quinta,não,outono,27.1,0.0,61.1,0.01,30.0%,2.89,1240
21,sábado,não,outono,21.7,0.0,49.8,0.0,94.0%,2.05,691
17,quarta,não,outono,35.0,0.0,51.3,0.36,92.0%,1.81,15
23,domingo,não,inverno,20.1,0.0,63.3,0.0,39.0%,0.97,156
13,quarta,não,verão,41.3,0.0,54.3,2.37,94.0%,2.77,683
8,sexta,não,inverno,16.7,0.0,55.8,0.0,62.0%,1.45,659
9,sábado,não,outono,34.0,0.0,72.4,0.95,72.0%,0.85,1194
17,segunda,sim,inverno,17.9,0.0,40.0,0.21,97.0%,2.65,268
10,quarta,não,outono,26.3,0.0,64.1,0.86,96.0%,5.17,801
10,quarta,não,verão,35.9,0.58,86.7,0.63,36.0%,0.97,596
16,quinta,não,inverno,21.1,0.0,56.6,0.48,54.0%,2.41,308
17,segunda,não,primavera,36.3,0.0,52.0,1.64,48.0%,4.45,2065
18,segunda,não,primavera,30.3,0.0,46.0,0.36,89.0%,3.97,2709
23,sexta,não,verão,34.0,0.0,80.7,0.0,21.0%,1.93,1559
14,sábado,não,outono,31.2,0.0,38.5,2.38,67.0%,1.81,1721
7,sexta,não,inverno,17.0,0.0,55.0,0.0,62.0%,2.53,342
16,segunda,não,outono,36.7,0.0,46.0,1.9,94.0%,3.61,1452
14,sexta,não,outono,31.3,0.0,58.1,0.68,97.0%,1.93,8
20,quarta,não,inverno,14.4,0.0,43.7,0.0,97.0%,1.33,271
21,segunda,sim,inverno,17.2,0.0,56.6,0.0,97.0%,2.29,197
9,sexta,não,verão,32.4,0.0,72.4,0.52,97.0%,1.45,581
4,sexta,não,primavera,24.9,0.0,68.6,0.0,40.0%,1.57,126
15,sexta,sim,primavera,33.7,0.0,64.1,1.5,27.0%,3.25,1648
8,domingo,não,inverno,16.1,0.0,47.5,0.02,62.0%,1.33,597
18,sábado,não,primavera,27.6,0.0,37.7,0.41,97.0%,2.53,927
8,domingo,sim,outono,29.7,0.0,70.1,0.3,97.0%,1.69,452
9,sexta,não,primavera,31.3,0.0,51.3,1.88,48.0%,1.81,1133
0,domingo,não,primavera,28.9,0.0,44.5,0.0,97.0%,0.61,835
7,domingo,não,outono,21.1,0.0,74.7,0.0,56.0%,1.21,1031
1,segunda,sim,inverno,16.1,0.0,49.0,0.0,97.0%,1.09,242
6,quinta,não,inverno,7.6,0.0,43.0,0.0,97.0%,3.85,80
3,quarta,não,inverno,21.9,0.0,59.6,0.0,24.0%,2.29,127
22,sábado,não,inverno,21.9,0.0,77.7,0.0,10.0%,0.97,287
15,domingo,sim,inverno,20.4,0.0,37.0,0.9,97.0%,4.93,311
8,quinta,não,outono,29.7,0.0,61.1,0.76,96.0%,1.45,834
20,domingo,não,inverno,14.3,0.0,49.8,0.0,97.0%,1.21,181
12,sexta,não,verão,38.2,0.0,39.2,3.21,87.0%,1.81,1125
19,sexta,não,verão,36.0,0.0,70.1,0.18,97.0%,3.01,2384
23,terça,não,outono,22.9,0.0,63.3,0.0,78.0%,1.21,714
0,sábado,não,outono,26.9,0.0,70.9,0.0,97.0%,2.41,410
11,sexta,não,inverno,17.4,0.0,46.0,0.91,64.0%,1.45,246
8,domingo,não,outono,21.5,0.0,72.4,0.12,64.0%,1.45,1911
5,terça,sim,primavera,28.8,0.0,18.1,0.0,78.0%,0.97,195
6,sexta,não,primavera,20.4,1.73,85.2,0.0,44.0%,0.49,44
1,segunda,não,verão,32.0,1.73,85.2,0.0,11.0%,0.85,66
22,sexta,não,verão,38.3,0.0,73.9,0.0,58.0%,2.65,1516
6,quinta,não,inverno,12.1,0.0,64.1,0.0,82.0%,1.09,113
18,quarta,sim,verão,40.2,0.12,65.6,0.89,75.0%,3.01,935
23,domingo,não,primavera,30.3,0.0,58.1,0.0,86.0%,2.53,1085
8,sábado,não,outono,32.8,0.0,76.9,0.21,97.0%,0.61,836
11,domingo,não,outono,28.0,0.0,49.8,1.85,43.0%,2.17,13
21,terça,não,primavera,27.5,0.0,77.7,0.0,50.0%,2.65,995
18,segunda,não,primavera,24.1,0.0,59.6,0.09,95.0%,3.13,1215
12,segunda,não,verão,33.7,0.0,60.3,1.71,60.0%,2.17,1266
14,sexta,não,verão,41.0,0.0,62.6,1.98,57.0%,4.09,584
16,sábado,não,verão,37.4,0.0,79.9,0.14,50.0%,4.33,713
1,quinta,não,outono,30.9,0.0,59.6,0.0,97.0%,3.01,1015
21,sábado,sim,inverno,16.8,0.0,46.8,0.0,97.0%,3.01,143
10,terça,não,outono,21.7,0.0,43.0,1.1,90.0%,1.93,670
11,sábado,não,primavera,22.6,0.0,40.0,0.9,97.0%,3.49,601
11,sábado,sim,outono,31.9,0.0,52.8,2.29,69.0%,2.17,1261
12,quarta,não,inverno,10.2,0.0,37.7,1.17,97.0%,5.05,128
5,quarta,não,verão,36.9,0.0,81.4,0.0,57.0%,0.25,270
9,segunda,não,verão,37.9,0.0,73.9,1.18,45.0%,2.65,911
18,sexta,não,verão,37.1,0.0,63.3,1.05,47.0%,2.53,3118
17,sábado,não,verão,37.3,0.0,50.5,1.93,88.0%,2.65,2391
12,segunda,não,outono,30.5,0.0,43.7,2.03,37.0%,1.45,1039
2,sexta,não,verão,31.7,0.12,68.6,0.0,97.0%,1.57,408
17,terça,não,verão,43.7,0.0,45.2,2.03,97.0%,1.81,1190
2,sábado,não,inverno,14.1,0.0,48.3,0.0,97.0%,1.33,160
15,segunda,não,inverno,23.3,0.0,46.8,0.63,40.0%,2.29,358
7,quinta,não,primavera,28.3,0.0,71.6,0.47,32.0%,1.33,1412
9,quarta,não,verão,35.5,0.0,75.4,1.11,94.0%,1.21,1168
18,terça,não,inverno,15.8,0.0,49.8,0.0,97.0%,4.21,399
21,domingo,não,primavera,31.3,0.0,52.8,0.0,84.0%,2.41,1738
4,sexta,não,outono,30.3,2.88,89.7,0.0,63.0%,2.29,35
21,quinta,não,verão,39.4,0.0,65.6,0.0,96.0%,1.69,1445
19,sábado,não,inverno,16.1,0.0,75.4,0.0,31.0%,1.21,173
20,quarta,sim,verão,33.9,0.0,66.4,0.07,56.0%,2.41,2155
19,quinta,não,outono,26.4,0.0,68.6,0.0,21.0%,2.05,965
2,sábado,não,outono,23.7,0.0,73.9,0.0,87.0%,0.85,527
0,quarta,não,verão,32.6,2.88,91.2,0.0,33.0%,0.97,39
7,segunda,não,inverno,13.0,0.0,70.9,0.0,97.0%,2.41,163
19,terça,não,outono,29.4,0.0,45.2,0.0,97.0%,1.93,1623
16,domingo,não,primavera,31.1,0.0,57.3,0.37,77.0%,1.33,109
17,segunda,não,verão,39.7,0.0,51.3,0.6,84.0%,3.37,1718
3,terça,não,outono,30.8,0.0,75.4,0.0,93.0%,0.85,5
20,terça,não,primavera,27.6,0.0,76.2,0.0,49.0%,2.05,998
18,terça,não,verão,34.4,1.15,89.7,0.03,13.0%,5.53,164
22,quinta,não,outono,27.4,0.0,60.3,0.0,78.0%,1.45,1325
13,sábado,sim,outono,33.3,0.0,48.3,2.64,90.0%,3.37,1857
1,sexta,não,inverno,13.7,0.0,46.8,0.0,97.0%,3.37,105
22,quinta,não,outono,30.6,0.0,82.2,0.0,86.0%,2.77,1054
6,sábado,não,verão,32.3,0.0,54.3,0.01,97.0%,0.97,431
17,quarta,não,primavera,32.9,0.58,91.2,0.14,10.0%,4.09,318
7,terça,não,verão,30.3,0.0,58.8,0.51,97.0%,1.09,432
22,segunda,não,primavera,20.3,0.0,70.1,0.0,57.0%,1.69,528
2,sábado,não,inverno,16.4,0.0,67.9,0.0,74.0%,4.21,88
7,domingo,não,primavera,26.5,0.0,50.5,0.3,97.0%,0.97,353
22,sexta,não,verão,31.9,0.58,90.5,0.0,80.0%,1.57,85
5,domingo,não,verão,36.4,0.0,70.1,0.0,97.0%,1.33,281
11,quinta,não,primavera,30.4,0.0,49.8,2.17,54.0%,3.49,944
0,sábado,não,outono,23.6,0.0,58.1,0.0,97.0%,1.33,714
17,quarta,não,primavera,23.5,0.0,52.8,1.05,80.0%,3.61,840
12,quarta,não,verão,37.1,0.0,73.1,0.87,65.0%,2.77,972
15,sexta,não,verão,38.5,0.0,64.9,1.91,88.0%,3.13,1101
6,domingo,não,outono,28.7,0.0,78.4,0.0,97.0%,0.73,9
2,quinta,não,verão,38.2,0.0,58.1,0.0,97.0%,1.93,503
7,quinta,não,outono,30.3,1.73,89.7,0.0,18.0%,2.17,135
21,quarta,não,outono,27.3,0.0,74.7,0.0,62.0%,1.21,1073
11,sábado,não,verão,36.7,0.0,41.5,2.7,90.0%,2.53,1242
19,terça,não,verão,34.5,1.73,89.0,0.03,12.0%,5.89,211
14,terça,não,outono,25.5,0.0,43.0,2.12,97.0%,2.29,911
9,quinta,não,primavera,20.8,0.0,82.2,0.17,97.0%,2.41,220
19,quinta,não,outono,21.8,0.0,54.3,0.0,77.0%,2.53,1031
4,quinta,não,verão,36.9,0.0,70.1,0.0,97.0%,1.33,187
9,quarta,não,inverno,18.4,0.0,86.7,0.14,13.0%,1.21,428
0,terça,não,outono,21.6,0.0,77.7,0.0,19.0%,0.85,506
7,domingo,não,outono,22.9,0.0,79.2,0.01,32.0%,1.21,319
15,quinta,não,outono,28.2,0.0,40.7,1.71,97.0%,3.49,1100
7,domingo,não,outono,19.2,0.0,90.5,0.0,10.0%,1.33,151
2,quarta,não,inverno,17.3,0.0,78.4,0.0,53.0%,1.93,65
4,segunda,não,inverno,11.7,0.0,52.0,0.0,96.0%,3.25,37
5,segunda,não,outono,19.7,0.0,84.5,0.0,16.0%,1.93,124
20,sábado,não,inverno,15.1,0.0,62.6,0.0,97.0%,0.97,315
23,quarta,não,verão,33.9,0.58,92.0,0.0,32.0%,0.61,179
7,quarta,não,primavera,22.6,0.0,56.6,0.27,96.0%,0.61,1135
4,terça,não,inverno,16.4,0.0,62.6,0.0,63.0%,2.41,46
19,domingo,não,inverno,20.9,0.0,58.8,0.0,54.0%,1.57,217
14,quinta,não,inverno,13.4,0.0,46.8,1.15,84.0%,4.21,202
16,domingo,não,verão,42.3,0.0,43.0,1.97,97.0%,1.93,772
17,segunda,não,primavera,27.6,0.0,89.0,0.21,15.0%,3.37,826
4,sábado,não,verão,29.6,0.0,65.6,0.0,97.0%,1.45,328
16,quinta,não,verão,41.3,0.0,46.0,2.36,97.0%,2.53,907
1,domingo,não,outono,30.9,0.0,58.8,0.0,97.0%,0.37,847
12,quarta,não,inverno,17.7,0.0,44.5,0.64,94.0%,3.49,167
5,sexta,não,outono,24.9,0.0,65.6,0.0,97.0%,0.85,225
4,quinta,não,inverno,15.9,0.0,86.7,0.0,12.0%,1.69,73
20,terça,não,verão,33.3,0.0,64.9,0.05,51.0%,2.89,2531
2,sexta,não,outono,29.0,0.0,60.3,0.0,97.0%,2.05,6
3,quarta,não,primavera,27.7,0.0,68.6,0.0,84.0%,3.01,151
18,sexta,não,outono,30.4,0.0,47.5,0.21,97.0%,1.45,2795
14,sexta,não,verão,40.6,0.0,57.3,2.67,33.0%,3.49,754
22,segunda,não,outono,26.8,0.0,63.3,0.0,33.0%,0.25,1368
9,sábado,não,outono,23.9,0.0,59.6,0.89,90.0%,5.05,790
0,segunda,sim,outono,29.8,0.0,55.8,0.0,97.0%,2.29,635
15,terça,não,outono,28.4,0.0,57.3,1.3,30.0%,4.33,8
23,quarta,não,outono,25.7,0.0,73.9,0.0,89.0%,0.37,891
20,quinta,não,outono,25.9,0.0,73.9,0.0,17.0%,1.69,884
0,segunda,não,primavera,24.1,0.0,83.0,0.0,97.0%,3.97,376
18,terça,não,inverno,17.7,0.0,39.2,0.08,97.0%,2.53,552
18,terça,não,primavera,31.8,0.0,67.9,1.1,97.0%,1.45,1862
14,segunda,não,primavera,33.9,0.0,45.2,3.11,95.0%,3.61,1497
12,domingo,não,inverno,14.9,0.0,43.0,1.26,96.0%,5.77,252
3,sexta,sim,primavera,30.4,0.0,82.2,0.0,14.0%,1.45,351
4,quinta,não,verão,31.4,0.0,83.7,0.0,23.0%,1.69,226
16,quarta,não,inverno,18.0,0.0,54.3,0.12,84.0%,1.57,235
20,quinta,não,primavera,32.5,14.4,91.2,0.0,19.0%,3.61,27
13,sábado,não,inverno,16.6,0.0,52.0,1.11,81.0%,5.05,272
4,segunda,não,outono,31.7,0.0,79.2,0.0,64.0%,2.65,172
7,sexta,não,outono,34.3,0.0,71.6,0.02,97.0%,0.73,1293
1,terça,não,inverno,14.7,0.0,63.3,0.0,97.0%,1.81,157
4,sábado,não,verão,30.5,0.0,72.4,0.0,97.0%,2.29,180
0,quinta,não,primavera,33.0,0.58,91.2,0.0,7.0%,2.17,125
7,terça,não,outono,30.2,0.0,75.4,0.08,84.0%,0.85,12
5,sábado,não,outono,23.7,0.0,67.1,0.0,97.0%,2.17,160
